Size_m2,Bedrooms,Bathrooms,Location,YearBuilt,Price
189.43,10,4,Suburb,2008,440
267.93,6,5,Suburb,1983,180
154.31,7,1,City,1969,350
337.98,10,1,City,1966,610
165.74,3,3,City,1976,207
239.23,5,2,City,1981,335
276.94,12,4,Suburb,2018,588
187.2,1,2,Suburb,2003,45
280.94,1,1,Suburb,1970,39
143.81,7,3,City,2001,462
320.42,1,3,City,1982,59
225.75,4,1,Suburb,2019,120
185.53,11,5,City,2021,605
205.13,3,1,Suburb,2013,117
278.06,12,5,Suburb,1972,432
186.27,8,2,City,1986,440
175.4,10,3,Suburb,1999,460
210.24,8,1,City,1969,472
147.25,8,4,City,1974,448
344.67,10,3,City,2004,610
187.48,13,1,City,2012,741
279.55,8,4,Suburb,1966,320
238.57,14,2,Suburb,1989,658
159.98,2,2,Suburb,1989,96
224.36,14,1,Suburb,1986,476
276.39,8,1,City,2008,424
212.38,3,4,City,2016,201
303.33,11,3,Suburb,2023,374
292.09,6,5,City,2022,396
285.31,9,2,City,2007,585
194.54,5,5,Suburb,2000,250
153.66,9,4,Suburb,1989,333
184.41,9,3,City,1962,486
237.74,3,3,Suburb,1996,135
260.69,7,5,City,1989,371
81.75,1,1,City,2013,64
224.27,10,5,Suburb,1966,390
235.23,10,3,Suburb,1967,340
206.52,2,5,Suburb,2022,88
309.83,9,2,City,2022,522
252.6,1,3,Suburb,2023,40
311.04,3,1,Suburb,1989,141
210.61,3,1,Suburb,1969,150
286.51,11,5,Suburb,2008,407
332.5,4,5,City,1998,228
311.13,13,2,Suburb,1993,455
152.92,1,4,City,1969,51
208.1,5,5,Suburb,1968,190
202.06,5,4,Suburb,2019,210
256.97,11,5,Suburb,1964,429
269.98,14,3,City,1994,826
169.55,5,5,Suburb,1970,225
229.28,4,3,Suburb,2001,184
91.79,3,4,Suburb,1979,144
319.77,12,1,City,2010,804
191.01,10,1,Suburb,1960,410
228.45,13,5,Suburb,1970,468
204.39,14,5,City,2020,826
300.26,9,3,City,1998,594
46.45,11,1,City,2007,693
223.71,7,3,City,1987,399
217.86,11,5,Suburb,1995,528
194.91,11,3,Suburb,2021,495
338.45,1,1,City,1969,59
166.39,12,4,City,1964,768
275.64,9,5,City,1987,477
248.24,13,1,City,2018,767
307.88,10,3,Suburb,1968,320
180.88,4,3,City,1998,240
176.52,11,2,City,2021,572
296.92,9,4,Suburb,1997,270
252.79,5,3,Suburb,1983,170
123.1,7,4,City,2023,392
189.24,8,5,City,2002,472
250.19,8,3,City,1975,408
279.92,6,5,Suburb,2005,288
180.05,4,2,Suburb,1980,184
46.45,7,4,Suburb,2019,266
259.2,9,3,City,1969,594
144.46,7,2,City,1977,427
91.97,8,3,Suburb,2000,392
46.45,7,1,Suburb,1995,231
278.43,8,3,Suburb,2005,336
233.28,8,4,City,1982,544
209.96,13,5,Suburb,1998,611
316.24,5,2,Suburb,1963,240
266.72,6,3,Suburb,2000,300
331.2,7,5,City,1962,350
133.04,4,4,Suburb,2012,120
222.5,2,1,City,1995,118
118.36,4,1,City,2008,224
209.68,14,1,City,1986,700
208.38,3,2,Suburb,2012,99
266.07,10,3,City,2008,610
227.8,5,4,Suburb,1960,210
265.8,9,5,City,2005,504
271.09,9,1,City,2021,558
366.69,11,4,City,1981,594
204.01,4,4,Suburb,1998,168
162.86,2,1,Suburb,2003,80
240.99,7,2,Suburb,1961,315
171.96,7,3,Suburb,2018,301
322.37,9,4,City,1987,603
206.15,6,4,City,1973,306
187.57,1,2,City,1975,50
193.8,13,5,City,2010,650
272.11,4,4,City,1987,236
214.42,5,5,Suburb,2012,240
182.55,6,5,City,2011,336
334.45,14,1,Suburb,1984,644
168.43,8,4,Suburb,2016,296
227.15,12,4,Suburb,1968,456
267.75,14,5,City,1970,728
117.34,10,1,Suburb,2004,440
256.41,2,1,Suburb,1961,82
155.33,1,5,Suburb,2013,30
278.99,3,5,Suburb,1993,147
161.37,3,1,City,2001,156
270.44,6,2,City,1970,372
297.57,3,3,City,1988,180
281.5,3,1,Suburb,1964,114
241.36,9,2,Suburb,1979,432
209.59,4,3,City,1998,256
186.83,12,1,City,1991,780
321.63,4,5,Suburb,1988,172
178.75,12,5,Suburb,1960,396
156.54,13,5,City,1960,780
268.58,12,2,City,1963,624
172.34,10,5,Suburb,1974,430
162.21,11,2,City,2006,561
129.69,10,3,City,1989,620
192.96,1,2,Suburb,1965,42
219.34,11,2,City,1960,682
240.8,8,3,City,2021,528
287.44,2,4,Suburb,2023,94
259.48,13,5,City,1964,819
212.19,10,2,Suburb,2013,370
211.73,7,3,City,2008,385
258.36,14,3,City,1966,966
308.62,4,4,Suburb,1962,172
233.09,14,5,City,2020,700
193.89,7,2,City,2000,490
159.42,3,2,Suburb,1980,111
129.6,8,5,Suburb,1991,288
268.68,13,3,City,1971,793
262.82,9,1,City,1966,585
262.82,7,2,City,2010,469
216.28,10,1,Suburb,2004,490
317.45,12,4,City,2024,720
192.87,14,4,City,2019,952
287.72,1,4,Suburb,2004,33
222.22,4,3,Suburb,1993,196
184.69,7,5,Suburb,1970,350
263.84,2,5,Suburb,1992,62
251.77,1,4,City,1967,53
248.33,11,2,City,2004,693
230.12,8,5,City,1993,408
222.32,9,1,Suburb,2004,279
382.02,11,3,City,2024,715
302.77,2,4,City,2011,114
272.39,6,5,City,1969,402
232.16,4,2,Suburb,2002,192
291.07,2,4,City,1970,102
258.92,12,2,City,1995,624
226.5,5,3,Suburb,1977,215
204.76,8,2,City,2022,448
219.44,1,5,Suburb,1964,41
46.45,3,3,Suburb,1990,144
238.67,2,3,City,1975,130
192.59,1,4,Suburb,1968,50
329.62,13,1,Suburb,1961,507
226.03,11,5,Suburb,1996,528
146.51,9,4,City,2018,459
221.48,3,4,Suburb,2017,141
155.89,1,3,City,1967,60
255.95,11,1,City,2011,671
243.96,8,3,Suburb,2011,344
287.91,5,1,Suburb,1993,250
172.71,14,2,City,2007,882
227.05,10,3,Suburb,1983,480
134.9,13,1,City,1972,910
271,8,5,City,2009,496
258.92,1,5,Suburb,2024,42
257.43,2,5,Suburb,1963,66
224.92,8,5,Suburb,2023,264
252.14,1,4,Suburb,1998,50
330.46,6,4,Suburb,2022,264
206.06,13,4,Suburb,2017,390
233.93,2,3,Suburb,1975,84
153.29,11,4,Suburb,2021,462
167.6,8,3,Suburb,1969,368
231.24,3,3,Suburb,2021,90
297.48,1,2,City,1992,56
207.92,2,1,Suburb,2001,62
209.22,8,3,Suburb,2003,288
197.98,8,5,Suburb,2005,336
189.62,13,2,City,1990,793
244.24,12,5,Suburb,1964,444
126.16,6,2,Suburb,1977,210
309.18,9,4,Suburb,1965,369
180.98,8,1,Suburb,2009,296
272.3,3,5,Suburb,1987,147
141.12,12,4,City,1983,624
268.86,2,5,Suburb,1987,82
269.05,11,2,Suburb,2017,506
250.09,10,1,City,1977,640
159.33,4,4,City,1963,232
241.18,7,3,City,2008,469
146.88,9,4,Suburb,1991,297
208.1,3,2,Suburb,2017,102
292.55,9,3,City,1970,468
277.22,7,4,Suburb,2024,280
225.75,6,4,Suburb,1976,228
160.63,13,3,Suburb,1963,533
267.28,14,3,Suburb,1991,686
226.03,2,1,Suburb,1988,80
72,8,1,City,2020,544
276.29,9,5,City,2019,513
223.15,5,4,City,2017,345
303.98,6,5,Suburb,2012,216
152.64,3,3,City,1964,168
46.45,2,4,Suburb,2020,96
243.13,8,3,City,1980,536
243.96,11,4,City,2017,572
113.43,7,5,City,1973,357
160.35,3,2,City,2013,168
406.17,4,4,Suburb,2000,188
204.67,8,1,City,1975,400
272.95,1,4,City,2010,69
181.9,14,4,City,1960,882
87.14,2,5,Suburb,1999,88
213.58,3,4,City,1977,156
207.27,9,4,City,1993,504
198.44,11,1,City,2020,693
217.21,14,5,City,1980,910
242.2,7,5,City,1960,406
214.88,3,4,Suburb,1986,117
141.58,11,1,City,2010,770
256.78,12,1,Suburb,1970,396
96.43,8,5,Suburb,1973,288
89.74,5,3,City,2014,270
273.51,1,1,City,1986,61
258.18,9,1,Suburb,1981,306
221.02,7,2,City,1980,385
132.94,12,2,City,1983,732
178.19,5,5,Suburb,1978,215
207.45,10,1,City,1983,620
119.66,12,4,Suburb,1985,372
176.14,7,1,Suburb,1984,245
267.75,12,5,City,2004,828
318.75,10,3,City,1988,660
197.14,14,4,Suburb,1970,644
274.62,10,1,Suburb,1983,470
98.76,8,5,City,1983,520
268.21,11,4,Suburb,1971,429
171.87,3,4,Suburb,1966,93
244.99,14,5,City,1999,910
208.47,5,3,City,1982,315
311.69,9,1,Suburb,1997,432
167.23,7,5,City,1990,483
266.07,14,2,Suburb,1988,490
206.34,3,3,Suburb,2003,135
214.33,9,5,City,1987,531
212.65,10,4,Suburb,1980,490
169.08,8,1,Suburb,1968,352
223.9,13,4,Suburb,2008,572
220.64,7,3,City,1996,399
240.71,9,1,City,1980,603
230.31,8,2,Suburb,2019,312
277.32,1,4,Suburb,1982,31
285.58,13,2,Suburb,1969,455
155.61,1,4,City,1980,54
281.96,1,2,Suburb,1988,42
146.69,5,3,City,2018,340
263.47,2,3,Suburb,1999,96
265.61,14,3,Suburb,1980,476
98.94,1,3,City,2022,59
230.96,3,3,City,2005,171
193.98,1,3,City,1964,56
174.84,5,1,Suburb,1974,250
313.73,4,4,Suburb,1999,160
181.72,9,2,City,1963,567
171.68,2,1,City,1983,128
229.75,11,2,Suburb,2001,550
269.98,1,4,Suburb,1985,38
215.44,11,5,City,1967,594
301.56,2,3,Suburb,1979,90
259.76,3,3,City,2014,180
81.38,2,1,Suburb,1998,94
189.89,3,2,City,2009,192
187.76,3,3,Suburb,1979,123
256.32,9,3,Suburb,1987,423
51.93,10,5,Suburb,2002,320
392.61,12,5,City,1987,768
259.76,7,5,City,1982,469
234.58,11,3,City,1994,616
302.59,8,1,Suburb,1981,312
379.14,8,4,Suburb,1964,392
282.15,5,3,City,2019,255
287.26,3,1,Suburb,2000,105
233.37,8,3,City,1988,424
215.44,6,3,Suburb,1994,282
193.42,13,4,Suburb,2004,585
170.38,10,2,Suburb,1968,500
179.58,5,3,City,2010,260
135.82,7,1,City,1973,399
219.81,9,2,City,2015,450
113.9,10,2,Suburb,1970,390
237.37,8,1,Suburb,1989,392
222.41,2,2,Suburb,1998,98
234.49,11,5,Suburb,1983,528
190.45,4,4,City,2017,212
427.35,3,3,City,1989,171
314.38,8,2,Suburb,1983,264
142.79,3,1,City,1988,159
240.15,10,3,Suburb,2001,310
184.78,10,1,Suburb,2021,470
158.03,11,4,City,1986,649
136.57,9,1,City,1988,450
253.25,8,1,City,2016,448
179.95,11,5,Suburb,2020,407
288.56,6,2,Suburb,1988,186
290.23,2,2,Suburb,2016,66
315.22,14,2,City,2014,952
168.62,1,5,City,2003,55
256.13,2,1,City,1987,116
266.45,14,1,City,1996,980
193.61,8,1,City,1982,400
174.01,6,5,City,2017,414
330.73,4,3,City,1991,240
239.78,3,5,Suburb,1995,117
266.63,10,3,City,1991,680
170.66,8,5,City,2018,504
144.46,7,3,Suburb,2019,294
187.29,7,1,Suburb,1986,294
216.65,11,3,City,1983,605
154.68,7,5,Suburb,1995,343
224.17,1,1,City,1973,66
113.62,12,1,City,2003,624
151.06,13,4,City,2007,741
268.95,10,1,Suburb,1991,500
264.59,14,4,Suburb,1976,672
199,12,2,City,2016,672
157.75,13,3,Suburb,1998,390
157.1,2,2,City,1991,140
200.21,8,5,City,1961,536
267.19,2,5,Suburb,2001,74
285.96,10,5,Suburb,1997,330
192.12,8,5,Suburb,2014,320
148.83,4,3,City,2014,280
242.38,7,4,Suburb,1993,315
170.57,9,4,Suburb,2005,423
190.64,3,4,Suburb,2002,129
312.06,2,5,City,1961,138
279.27,4,3,City,1995,264
235.23,14,5,City,1995,882
141.03,1,1,City,1981,68
238.67,10,2,City,1997,570
294.78,11,5,Suburb,2013,418
200.02,3,5,Suburb,1981,117
313.73,4,1,City,1990,248
309.92,12,3,Suburb,2012,396
334.36,12,2,City,2018,600
244.89,6,5,City,2008,348
263.47,14,2,City,1986,826
317.91,9,4,City,2016,450
254.28,1,5,City,1965,64
191.75,4,2,City,2005,248
195.28,6,5,Suburb,1984,204
240.53,4,3,Suburb,1968,136
139.82,4,3,Suburb,2023,140
215.35,3,2,Suburb,1990,105
297.01,9,1,Suburb,1978,333
80.45,1,4,Suburb,2024,38
325.81,11,1,City,1976,737
298.68,5,3,City,1993,285
194.54,6,1,City,1995,300
260.59,5,5,City,1972,250
225.01,4,3,Suburb,2018,156
305.74,5,1,City,1980,275
289.49,10,5,Suburb,2024,410
132.57,2,3,Suburb,1965,78
263.47,14,3,Suburb,1970,560
211.26,6,3,Suburb,1981,234
230.21,3,4,Suburb,1970,111
176.79,1,2,Suburb,1996,44
339.93,7,5,City,1985,455
293.29,8,1,City,2016,440
176.05,12,4,City,1985,768
136.94,8,4,City,1980,456
199.37,1,3,City,2016,61
253.44,14,1,City,1985,854
240.62,7,1,City,1974,441
307.32,8,3,Suburb,2022,256
276.76,12,3,Suburb,1994,408
288.65,3,2,City,1970,201
246.29,11,3,City,2009,561
133.32,14,2,Suburb,1988,448
211.91,9,1,City,2023,576
294.6,11,2,Suburb,2000,330
221.39,5,5,City,1985,310
257.9,4,2,Suburb,1987,176
203.83,12,4,Suburb,2007,504
157.01,9,3,City,1982,549
216.65,12,4,City,1998,744
245.17,5,2,Suburb,1980,235
181.63,7,4,City,2008,392
209.31,1,3,City,1995,59
162.95,11,5,Suburb,1996,429
298.5,2,2,Suburb,2001,90
205.41,11,3,City,2021,704
320.42,8,1,City,1965,560
325.44,5,5,Suburb,1967,205
219.44,12,3,Suburb,1999,420
158.4,5,5,Suburb,1969,225
87.42,10,2,City,1990,690
127.83,6,2,Suburb,1989,258
134.34,4,4,City,2010,220
315.59,11,5,Suburb,1995,484
232.44,11,5,City,2020,616
250.47,13,4,City,1986,884
78.6,2,4,Suburb,1994,98
145.86,14,5,City,2019,924
283.17,3,3,Suburb,1991,132
243.68,14,5,City,1963,924
215.07,4,3,City,1986,240
261.99,10,2,City,2006,540
332.5,7,4,Suburb,1965,301
210.24,7,3,Suburb,1985,252
229.38,12,3,City,1983,804
237.46,13,3,Suburb,2003,559
382.3,14,4,City,1973,798
86.59,10,5,Suburb,1972,460
269.79,1,5,Suburb,1985,36
217.21,9,2,City,2002,621
262.08,9,5,City,2002,567
181.53,12,3,City,1987,684
221.57,11,4,Suburb,1960,407
271.65,3,5,City,1971,162
429.77,14,5,City,2009,868
277.97,14,1,Suburb,2012,700
168.99,8,2,Suburb,2019,400
196.86,8,4,City,2014,424
194.91,2,1,City,1994,130
106.56,5,5,Suburb,2020,205
203.09,12,4,Suburb,1985,528
273.04,5,2,Suburb,1990,195
140.84,6,4,Suburb,2016,204
293.85,1,3,City,1971,68
256.88,6,1,City,1964,408
176.42,11,1,Suburb,1966,429
215.44,6,2,City,1975,420
329.99,7,1,City,2011,378
273.13,3,3,City,1980,174
225.38,10,5,Suburb,1986,500
209.12,3,5,City,1982,168
229.84,5,4,Suburb,1984,240
191.1,6,4,City,1970,348
86.21,4,2,Suburb,2022,156
359.26,10,4,Suburb,2016,390
235.04,10,5,Suburb,2013,430
251.02,2,3,City,1969,110
221.02,9,2,City,2009,612
176.42,7,5,City,1960,399
212.56,10,5,City,1989,670
119.47,5,5,City,2014,320
374.77,12,4,Suburb,1965,408
143.54,3,2,City,1983,204
156.82,14,4,City,1964,756
195.84,4,1,City,1966,228
309.65,9,4,City,1962,477
225.75,6,3,Suburb,1972,180
143.35,5,4,Suburb,2013,210
307.42,2,1,Suburb,2022,70
272.95,5,3,Suburb,1965,240
260.22,6,1,City,2006,420
271.93,10,5,Suburb,2014,500
382.48,12,4,City,2008,624
368.64,3,5,Suburb,2016,93
179.58,2,5,Suburb,1962,68
331.76,14,1,City,1981,910
250,2,4,City,1994,102
257.62,14,3,Suburb,1987,700
113.34,7,3,City,2001,378
213.58,14,5,City,1971,854
171.22,12,4,City,1960,840
279.36,14,5,Suburb,1982,518
295.34,12,4,Suburb,1987,588
88.16,11,2,Suburb,1995,462
223.34,8,1,Suburb,2013,360
298.68,4,2,City,2006,212
212.47,1,5,City,2015,63
272.76,8,5,City,1969,512
247.96,7,2,City,1964,490
247.31,12,2,Suburb,1973,564
206.89,13,1,City,1983,858
144.65,12,3,Suburb,2022,444
150.97,13,5,Suburb,1987,481
271.46,12,1,Suburb,1980,600
226.03,4,2,City,1979,228
215.63,10,1,City,2021,610
196.86,1,3,Suburb,2010,32
204.67,11,5,Suburb,1999,462
293.76,4,2,City,2024,272
202.71,13,4,Suburb,1987,455
136.47,6,2,City,2013,354
273.79,9,5,Suburb,1961,279
211.26,6,3,Suburb,1973,216
226.87,4,3,City,1973,208
330.64,3,3,City,2003,165
223.43,13,4,Suburb,1999,598
243.87,6,1,Suburb,1993,288
147.16,8,4,City,2024,440
210.33,13,4,Suburb,1977,624
264.96,2,2,Suburb,1993,98
122.35,2,1,Suburb,2008,84
238.02,8,1,Suburb,2014,256
231.42,6,1,Suburb,2021,300
227.52,5,5,Suburb,1983,210
293.11,7,4,City,2007,392
246.84,14,5,Suburb,1998,448
322.09,13,1,City,2007,767
159.33,1,1,Suburb,1968,33
233.74,9,1,Suburb,1988,450
230.31,8,1,City,2019,496
154.4,7,4,City,1985,371
287.72,1,1,City,1997,61
377.84,14,4,City,2021,868
223.71,14,4,City,1985,826
258.08,4,1,Suburb,1973,136
230.4,4,3,City,2008,260
177.82,6,5,City,2002,330
104.89,4,4,City,1967,232
178.28,4,5,Suburb,1999,140
133.13,6,1,Suburb,1984,276
336.96,1,5,Suburb,2022,44
217.21,1,4,City,1963,51
201.97,4,3,Suburb,1974,140
283.35,13,2,Suburb,1975,429
150.97,5,1,Suburb,2013,250
174.29,3,5,Suburb,1970,129
229.28,6,4,City,1987,408
292.55,3,4,City,1966,210
257.81,11,3,City,1997,616
241.18,12,2,City,1983,696
229.93,1,2,City,1996,64
251.12,8,1,City,1994,528
238.11,12,4,City,1965,756
157.01,3,1,City,1992,195
227.8,13,1,Suburb,2013,572
154.13,14,3,Suburb,1973,476
230.12,4,1,City,1978,248
193.15,5,2,City,1970,330
391.96,4,5,Suburb,2004,144
222.13,2,4,Suburb,2019,92
132.29,11,3,Suburb,2017,374
215.91,14,3,City,1983,924
259.01,14,1,Suburb,1970,560
335.01,10,4,City,2003,520
185.99,1,4,Suburb,2004,43
120.59,2,4,Suburb,1991,62
278.62,3,4,City,1976,159
133.87,6,2,Suburb,2013,186
196.03,1,4,City,1969,68
207.82,10,4,Suburb,1965,470
220.18,3,1,City,1979,210
270.16,4,3,City,1960,256
179.77,9,4,City,2023,558
206.8,13,3,Suburb,1960,585
223.8,7,3,City,2020,357
234.67,10,3,Suburb,1960,450
231.24,5,5,Suburb,2005,165
253.53,1,3,City,2019,70
280.38,9,5,City,2002,531
250.65,8,5,Suburb,2003,248
254.65,11,5,Suburb,1997,462
120.59,8,5,City,1961,432
228.08,1,5,Suburb,1971,43
256.32,11,4,City,1982,583
272.76,14,2,City,1968,952
179.21,6,4,City,1967,378
181.35,4,2,Suburb,2009,128
187.01,8,4,Suburb,2021,336
260.13,2,4,Suburb,1982,76
292.83,4,4,Suburb,2018,132
197.98,4,5,City,1969,264
284.56,2,5,Suburb,1971,90
232.91,6,5,City,2021,414
216.65,13,3,City,1989,650
210.89,2,5,Suburb,2006,100
273.97,9,4,Suburb,2000,450
246.19,13,3,Suburb,1966,403
374.68,1,4,City,2011,56
168.71,9,2,Suburb,2004,324
258.92,2,1,City,1997,102
189.99,2,4,City,1995,122
167.5,13,4,Suburb,2017,546
224.08,10,2,Suburb,2005,470
233.84,1,5,Suburb,2024,32
416.95,4,5,City,1977,252
212.65,5,4,City,1961,345
150.41,8,3,Suburb,1963,280
242.76,6,5,Suburb,2001,204
88.16,3,4,City,2008,162
218.69,10,4,Suburb,2008,390
225.85,1,4,Suburb,1966,35
277.13,11,2,City,1968,660
288.93,11,3,City,1986,660
191.66,10,5,Suburb,1980,420
214.88,9,3,City,1994,630
174.38,2,3,Suburb,1995,90
150.5,12,1,City,2002,732
245.17,13,5,City,1967,663
140.93,6,4,City,1995,372
197.51,3,2,City,2007,198
159.24,2,1,Suburb,2005,88
260.96,11,1,City,1991,770
343.37,13,4,Suburb,1966,507
139.08,14,2,City,1971,714
102.75,12,4,Suburb,2014,552
216.56,3,3,City,1982,195
225.85,4,2,City,2011,252
239.23,12,4,Suburb,1972,600
195.38,2,2,City,2012,112
211.54,6,3,Suburb,2022,192
248.98,11,5,Suburb,2010,495
293.29,12,3,City,2017,708
96.06,12,3,City,1986,696
200.48,4,4,Suburb,1966,192
238.85,11,3,City,2009,605
164.35,2,4,City,1983,124
338.82,10,5,Suburb,1984,320
182.93,11,1,City,2003,671
222.04,7,3,City,1995,455
261.43,2,4,City,2016,140
185.9,8,5,City,1996,512
103.22,8,1,City,2011,480
196.58,14,3,Suburb,2022,672
292.55,3,2,City,1966,159
202.62,11,4,City,2019,770
169.08,8,2,Suburb,1996,368
285.77,7,4,City,1980,455
202.99,3,5,Suburb,2005,105
191.19,5,1,Suburb,1980,180
234.67,5,1,City,2011,255
275.55,3,2,City,1988,174
381.65,14,3,Suburb,1998,644
279.27,4,3,City,1986,260
301.19,11,5,Suburb,1969,396
191.47,2,5,City,1995,124
157.19,4,3,City,1975,248
228.91,11,1,Suburb,1995,462
231.89,5,2,Suburb,1993,210
153.75,2,4,Suburb,1996,84
213.21,5,1,Suburb,2018,215
251.12,13,1,Suburb,1988,520
248.52,13,5,Suburb,1990,585
257.99,1,3,Suburb,1962,50
243.96,12,4,Suburb,1981,540
191.38,13,5,Suburb,2012,559
190.92,11,3,Suburb,2007,363
145.86,13,4,City,2006,819
342.35,1,2,City,2001,66
225.66,10,3,Suburb,1963,500
209.96,11,3,City,2001,583
163.6,5,2,Suburb,2002,200
418.06,4,1,City,2001,216
154.13,7,5,City,1962,385
196.58,5,5,City,2018,345
252.14,9,5,City,1970,603
264.31,13,3,City,1994,767
287.91,10,1,Suburb,2009,370
343.83,8,2,City,2022,456
258.08,14,4,City,1965,700
155.24,14,2,Suburb,1991,518
207.82,6,2,City,1970,354
245.08,7,4,City,2002,350
361.02,11,3,City,1998,550
132.76,9,2,City,1972,585
303.98,3,1,City,1972,183
236.62,13,3,City,1998,676
279.92,11,5,City,2005,627
218.04,3,5,Suburb,1993,132
169.27,7,4,Suburb,1991,315
274.25,10,4,Suburb,2024,500
267.84,9,2,City,1966,567
288.84,6,1,City,1962,324
223.9,12,2,Suburb,2008,576
185.25,9,4,Suburb,2017,414
122.17,2,4,Suburb,1987,86
278.71,11,4,City,1986,550
252.7,13,4,Suburb,1981,403
161.19,9,4,City,1972,459
189.34,7,4,Suburb,1981,280
194.07,7,4,Suburb,1964,287
127.09,3,4,City,1981,204
170.94,1,5,City,2012,53
150.13,12,5,City,1998,744
197.6,2,3,City,1996,106
176.14,1,5,City,1990,61
117.62,8,5,City,2021,464
357.96,12,2,Suburb,1965,372
307.23,6,3,City,1993,360
173.45,5,4,City,2011,270
242.76,6,2,City,1989,324
252.23,2,5,Suburb,1972,64
303.24,3,1,Suburb,2017,93
170.85,2,3,City,2012,138
296.73,14,4,City,1979,896
188.69,2,4,City,1965,130
136.85,9,5,City,2014,513
272.48,2,3,City,1990,122
309.74,2,2,City,2018,100
395.21,7,1,Suburb,1978,280
145.76,11,4,City,1987,583
270.81,13,4,City,1972,728
197.79,11,5,City,2011,704
276.39,3,1,City,2020,201
127.93,13,4,Suburb,2000,585
141.68,8,1,City,2004,424
173.73,4,2,Suburb,1966,200
230.03,3,4,City,1973,210
182.55,8,1,City,1995,456
268.21,6,5,City,1967,372
292.37,12,1,Suburb,1971,408
264.31,2,5,Suburb,1999,88
331.39,13,4,City,2021,780
252.14,1,5,City,1973,68
144.65,3,3,City,2008,153
314.57,11,4,City,2010,748
184.97,4,1,City,2021,244
284.75,1,1,City,1964,60
328.41,2,1,City,1960,120
254.83,11,3,Suburb,2008,440
126.26,10,3,Suburb,1976,350
164.35,1,1,City,1994,55
311.88,1,4,City,1972,53
213.68,5,4,City,1996,255
230.03,6,5,City,1997,306
274.71,12,5,City,1965,792
270.63,8,5,City,2022,504
243.13,1,4,Suburb,2008,41
211.08,5,3,Suburb,1968,235
204.2,10,3,Suburb,1995,350
281.31,14,5,City,1982,980
261.24,14,1,Suburb,2016,602
207.82,6,1,City,2009,402
296.08,9,2,Suburb,2018,351
216.28,2,4,City,1966,130
168.71,13,5,Suburb,2006,416
174.84,7,3,City,2015,462
160.35,1,3,Suburb,1967,37
206.89,11,5,Suburb,1995,385
306.02,12,4,Suburb,2001,408
171.78,4,2,City,1998,268
237.18,9,4,City,2024,450
181.53,11,1,City,2003,561
207.64,8,1,City,2005,440
125.33,5,4,City,1972,305
210.24,4,5,Suburb,1996,156
212,2,2,City,1973,124
260.41,1,5,City,1972,69
239.5,8,2,City,1971,424
145.86,2,3,Suburb,2014,64
296.17,2,1,Suburb,1987,100
238.67,4,4,Suburb,1981,152
237.83,9,5,City,1978,612
224.17,7,3,City,1989,371
190.73,5,3,Suburb,2013,220
239.13,8,3,City,1974,432
256.13,1,4,City,1989,69
109.72,10,5,City,1988,680
189.34,6,3,City,1991,384
208.01,10,2,City,1989,600
241.64,6,3,Suburb,1975,240
303.33,13,2,Suburb,1995,442
174.01,14,2,Suburb,2007,546
192.03,11,4,City,1987,583
191.01,6,2,Suburb,2021,258
171.96,14,5,City,2015,742
201.97,4,5,Suburb,2015,120
275.55,10,5,City,1976,540
155.43,14,2,City,2021,784
252.97,12,4,Suburb,1980,360
112.69,11,2,Suburb,1996,385
187.85,7,5,Suburb,1993,301
203.09,12,3,City,1988,780
335.1,14,5,Suburb,2019,672
206.71,12,2,Suburb,1970,360
79.8,12,2,Suburb,2019,384
93.18,1,5,Suburb,1993,31
227.05,1,3,City,1992,66
265.24,12,4,City,1969,612
249.54,4,4,City,2019,236
235.79,14,3,Suburb,1985,532
301.28,1,4,Suburb,1984,43
189.24,14,4,Suburb,1961,546
283.73,9,3,City,1962,603
117.34,2,5,Suburb,1991,88
165.18,5,2,City,1960,260
105.82,12,5,Suburb,1983,456
206.71,10,1,City,2009,540
221.76,12,3,City,2002,636
232.26,5,4,Suburb,2003,230
228.82,4,3,Suburb,1992,124
163.7,11,4,City,1997,638
212.28,2,1,City,2011,116
126.16,10,4,Suburb,1994,470
314.57,12,2,City,1976,660
204.76,13,3,Suburb,2017,585
192.59,7,2,Suburb,2007,273
329.43,9,2,City,2002,594
142.98,10,3,City,2007,680
150.69,5,1,Suburb,2003,240
152.64,14,4,City,1992,966
220.27,4,1,City,1961,260
253.25,8,4,Suburb,1969,264
273.51,4,4,City,1987,260
394.19,4,1,City,2006,240
76.64,7,2,City,1967,469
264.87,3,2,City,1982,174
188.13,4,3,Suburb,2007,124
186.18,2,4,City,2022,130
183.95,4,5,City,1996,268
164.9,10,4,City,1971,660
335.75,14,4,City,2024,840
280.29,6,5,Suburb,1974,186
226.31,4,1,Suburb,1969,188
313.73,13,1,Suburb,2001,598
125.23,10,2,City,1985,500
137.12,13,1,Suburb,2008,650
81.38,4,3,Suburb,1982,132
178.75,14,5,City,2023,938
235.42,12,5,City,1976,828
231.61,6,5,Suburb,1993,198
234.58,9,4,Suburb,2016,360
131.83,5,4,City,1963,295
277.69,5,4,City,2009,340
240.53,10,4,City,2018,570
273.04,10,1,Suburb,2022,470
100.15,12,2,City,1985,756
245.26,4,5,Suburb,1960,132
146.6,1,4,Suburb,1977,43
198.63,10,1,Suburb,1971,490
259.94,14,5,City,1997,742
230.77,1,5,Suburb,2001,32
168.71,7,3,Suburb,1995,343
225.2,11,5,Suburb,1975,550
123.93,8,5,Suburb,2024,376
300.54,12,5,City,1998,768
